#chrom	m_start	m_stop	pos_id	domain	m_dir	chrom	f_type.x	domain	MEP-1.x	MEP-2.x	LSP-1.x	LSP-2.x	MEP-1.y	MEP-2.y	LSP-1.y	LSP-2.y	MEP_wt_mean	LSP_wt_mean	methyl_status	dna	feature	m_start	m_stop	site_start	site_stop	f_type.y	f_dir	f_start	f_stop	locus_tag	id2	locus_tag1	id21
ST4-74.fa	1789457	1789458	ST4-74.fa_1789457_+	Ter	+	ST4-74.fa	ncRNA	Ter	44.44	14.29	26.15	11.11	9	7	65	9	31.249375	24.3208108108108	UM	chromosome	intragenic	1789457	1789458	1789453	1789459	ncRNA	-	1789367	1789691	SL1344_ncRNA_44	no	SL1344_ncRNA_44	no
ST4-74.fa	1794726	1794727	ST4-74.fa_1794726_-	Ter	-	ST4-74.fa	CDS	Ter	100	58.82	70.27	33.33	1	17	74	6	61.1077777777778	67.4995	Constitutive	chromosome	intragenic	1794726	1794727	1794725	1794731	CDS	-	1794495	1795404	SL1344_1675	oppC	SL1344_1675	oppC
ST4-74.fa	1794729	1794730	ST4-74.fa_1794729_+	Ter	+	ST4-74.fa	CDS	Ter	60	85.71	51.52	42.86	10	7	66	7	70.5864705882353	50.6895890410959	Constitutive	chromosome	intragenic	1794729	1794730	1794725	1794731	CDS	-	1794495	1795404	SL1344_1675	oppC	SL1344_1675	oppC
ST4-74.fa	1795300	1795301	ST4-74.fa_1795300_-	Ter	-	ST4-74.fa	CDS	Ter	66.67	47.06	41.43	33.33	3	17	70	6	50.0015	40.7905263157895	Constitutive	chromosome	intragenic	1795300	1795301	1795299	1795305	CDS	-	1794495	1795404	SL1344_1675	oppC	SL1344_1675	oppC
ST4-74.fa	1795303	1795304	ST4-74.fa_1795303_+	Ter	+	ST4-74.fa	CDS	Ter	62.5	60	46.55	28.57	8	5	58	7	61.5384615384615	44.6136923076923	Constitutive	chromosome	intragenic	1795303	1795304	1795299	1795305	CDS	-	1794495	1795404	SL1344_1675	oppC	SL1344_1675	oppC
ST4-74.fa	1816598	1816599	ST4-74.fa_1816598_-	Ter	-	ST4-74.fa	CDS	Ter	66.67	80	62.71	66.67	6	5	59	6	72.7290909090909	63.0755384615385	Constitutive	chromosome	intragenic	1816598	1816599	1816597	1816603	CDS	-	1815265	1819009	SL1344_1692	narG	SL1344_1692	narG
ST4-74.fa	1816601	1816602	ST4-74.fa_1816601_+	Ter	+	ST4-74.fa	CDS	Ter	66.67	80	54.55	50	3	10	66	6	76.9238461538462	54.1708333333333	Constitutive	chromosome	intragenic	1816601	1816602	1816597	1816603	CDS	-	1815265	1819009	SL1344_1692	narG	SL1344_1692	narG
ST4-74.fa	182497	182498	ST4-74.fa_182497_-	NSR	-	ST4-74.fa	intergenic	NSR	69.23	56.25	74.51	33.33	13	16	51	12	62.0686206896552	66.6661904761905	Constitutive	chromosome	intergenic	182497	182498	182496	182502	intergenic	++	182435	182723	SL1344_0154	lpdA	SL1344_0155	STM0155
ST4-74.fa	182500	182501	ST4-74.fa_182500_+	NSR	+	ST4-74.fa	intergenic	NSR	83.33	76.92	63.16	58.33	6	13	57	12	78.9442105263158	62.32	Constitutive	chromosome	intergenic	182500	182501	182496	182502	intergenic	++	182435	182723	SL1344_0154	lpdA	SL1344_0155	STM0155
ST4-74.fa	183187	183188	ST4-74.fa_183187_-	NSR	-	ST4-74.fa	CDS	NSR	16.67	18.75	12.73	0	12	16	55	10	17.8585714285714	10.7715384615385	UM	chromosome	intragenic	183187	183188	183186	183192	CDS	-	183045	183837	SL1344_0156	STM0156	SL1344_0156	STM0156
ST4-74.fa	183190	183191	ST4-74.fa_183190_+	NSR	+	ST4-74.fa	CDS	NSR	16.67	20	14.52	28.57	6	15	62	7	19.0485714285714	15.9453623188406	UM	chromosome	intragenic	183190	183191	183186	183192	CDS	-	183045	183837	SL1344_0156	STM0156	SL1344_0156	STM0156
ST4-74.fa	183427	183428	ST4-74.fa_183427_-	NSR	-	ST4-74.fa	CDS	NSR	91.67	94.44	78.95	54.55	12	18	57	11	93.332	75.0029411764706	Constitutive	chromosome	intragenic	183427	183428	183426	183432	CDS	-	183045	183837	SL1344_0156	STM0156	SL1344_0156	STM0156
ST4-74.fa	183430	183431	ST4-74.fa_183430_+	NSR	+	ST4-74.fa	CDS	NSR	87.5	86.67	78.46	63.64	8	15	65	11	86.9586956521739	76.315	Constitutive	chromosome	intragenic	183430	183431	183426	183432	CDS	-	183045	183837	SL1344_0156	STM0156	SL1344_0156	STM0156
ST4-74.fa	1848090	1848091	ST4-74.fa_1848090_-	Ter	-	ST4-74.fa	CDS	Ter	33.33	42.86	24.59	25	3	7	61	4	40.001	24.6152307692308	MEP-specific	chromosome	intragenic	1848090	1848091	1848089	1848095	CDS	+	1847245	1848790	SL1344_1720	appC	SL1344_1720	appC
ST4-74.fa	1848093	1848094	ST4-74.fa_1848093_+	Ter	+	ST4-74.fa	CDS	Ter	60	28.57	25	0	5	7	40	10	41.6658333333333	20	MEP-specific	chromosome	intragenic	1848093	1848094	1848089	1848095	CDS	+	1847245	1848790	SL1344_1720	appC	SL1344_1720	appC
ST4-74.fa	1853072	1853073	ST4-74.fa_1853072_-	Ter	-	ST4-74.fa	CDS	Ter	66.67	70	53.03	14.29	3	10	66	7	69.2315384615385	49.3152054794521	Constitutive	chromosome	intragenic	1853072	1853073	1853071	1853077	CDS	+	1851922	1853635	SL1344_1724	treA	SL1344_1724	treA
ST4-74.fa	1853075	1853076	ST4-74.fa_1853075_+	Ter	+	ST4-74.fa	CDS	Ter	NA	50	34.78	22.22	NA	10	46	9	50	32.7247272727273	MEP-specific	chromosome	intragenic	1853075	1853076	1853071	1853077	CDS	+	1851922	1853635	SL1344_1724	treA	SL1344_1724	treA
ST4-74.fa	1863041	1863042	ST4-74.fa_1863041_-	Ter	-	ST4-74.fa	CDS	Ter	0	9.09	9.68	0	3	11	62	6	7.14214285714286	8.82588235294118	UM	chromosome	intragenic	1863041	1863042	1863040	1863046	CDS	-	1862741	1863461	SL1344_1733	fadR	SL1344_1733	fadR
ST4-74.fa	1863044	1863045	ST4-74.fa_1863044_+	Ter	+	ST4-74.fa	CDS	Ter	0	0	13.04	22.22	1	13	46	9	0	14.5421818181818	UM	chromosome	intragenic	1863044	1863045	1863040	1863046	CDS	-	1862741	1863461	SL1344_1733	fadR	SL1344_1733	fadR
ST4-74.fa	1864290	1864291	ST4-74.fa_1864290_-	Ter	-	ST4-74.fa	CDS	Ter	50	66.67	69.09	37.5	2	9	55	8	63.6390909090909	65.0785714285714	Constitutive	chromosome	intragenic	1864290	1864291	1864289	1864295	CDS	+	1863680	1865225	SL1344_1734	nhaB	SL1344_1734	nhaB
ST4-74.fa	1864293	1864294	ST4-74.fa_1864293_+	Ter	+	ST4-74.fa	CDS	Ter	66.67	83.33	62.22	100	3	12	45	2	79.998	63.8276595744681	Constitutive	chromosome	intragenic	1864293	1864294	1864289	1864295	CDS	+	1863680	1865225	SL1344_1734	nhaB	SL1344_1734	nhaB
ST4-74.fa	1867369	1867370	ST4-74.fa_1867369_-	Ter	-	ST4-74.fa	CDS	Ter	0	81.82	54.69	28.57	1	11	64	7	75.0016666666667	52.1147887323944	Constitutive	chromosome	intragenic	1867369	1867370	1867368	1867374	CDS	-	1867272	1867734	SL1344_1739	ycgN	SL1344_1739	ycgN
ST4-74.fa	1867372	1867373	ST4-74.fa_1867372_+	Ter	+	ST4-74.fa	CDS	Ter	100	69.23	62.75	100	4	13	51	2	76.47	64.1556603773585	Constitutive	chromosome	intragenic	1867372	1867373	1867368	1867374	CDS	-	1867272	1867734	SL1344_1739	ycgN	SL1344_1739	ycgN
ST4-74.fa	1874472	1874473	ST4-74.fa_1874472_-	Ter	-	ST4-74.fa	CDS	Ter	33.33	0	5.08	0	3	7	59	10	9.999	4.34376811594203	UM	chromosome	intragenic	1874472	1874473	1874471	1874477	intergenic	--	1874472	1874676	SL1344_1747	fadD	SL1344_1748	yeaY
ST4-74.fa	1874472	1874473	ST4-74.fa_1874472_-	Ter	-	ST4-74.fa	CDS	Ter	33.33	0	5.08	0	3	7	59	10	9.999	4.34376811594203	UM	chromosome	intragenic	1874472	1874473	1874471	1874477	CDS	-	1872786	1874472	SL1344_1747	fadD	SL1344_1747	fadD
ST4-74.fa	1874472	1874473	ST4-74.fa_1874472_-	Ter	-	ST4-74.fa	intergenic	Ter	33.33	0	5.08	0	3	7	59	10	9.999	4.34376811594203	UM	chromosome	intergenic	1874472	1874473	1874471	1874477	intergenic	--	1874472	1874676	SL1344_1747	fadD	SL1344_1748	yeaY
ST4-74.fa	1874472	1874473	ST4-74.fa_1874472_-	Ter	-	ST4-74.fa	intergenic	Ter	33.33	0	5.08	0	3	7	59	10	9.999	4.34376811594203	UM	chromosome	intergenic	1874472	1874473	1874471	1874477	CDS	-	1872786	1874472	SL1344_1747	fadD	SL1344_1747	fadD
ST4-74.fa	1874475	1874476	ST4-74.fa_1874475_+	Ter	+	ST4-74.fa	CDS	Ter	0	28.57	2.08	0	5	14	48	5	21.0515789473684	1.88377358490566	UM	chromosome	intragenic	1874475	1874476	1874471	1874477	CDS	-	1872786	1874472	SL1344_1747	fadD	SL1344_1747	fadD
ST4-74.fa	1874475	1874476	ST4-74.fa_1874475_+	Ter	+	ST4-74.fa	CDS	Ter	0	28.57	2.08	0	5	14	48	5	21.0515789473684	1.88377358490566	UM	chromosome	intragenic	1874475	1874476	1874471	1874477	intergenic	--	1874472	1874676	SL1344_1747	fadD	SL1344_1748	yeaY
ST4-74.fa	1874475	1874476	ST4-74.fa_1874475_+	Ter	+	ST4-74.fa	intergenic	Ter	0	28.57	2.08	0	5	14	48	5	21.0515789473684	1.88377358490566	UM	chromosome	intergenic	1874475	1874476	1874471	1874477	CDS	-	1872786	1874472	SL1344_1747	fadD	SL1344_1747	fadD
ST4-74.fa	1874475	1874476	ST4-74.fa_1874475_+	Ter	+	ST4-74.fa	intergenic	Ter	0	28.57	2.08	0	5	14	48	5	21.0515789473684	1.88377358490566	UM	chromosome	intergenic	1874475	1874476	1874471	1874477	intergenic	--	1874472	1874676	SL1344_1747	fadD	SL1344_1748	yeaY
ST4-74.fa	1882174	1882175	ST4-74.fa_1882174_-	Ter	-	ST4-74.fa	CDS	Ter	0	40	18	0	1	10	50	4	36.3636363636364	16.6666666666667	MEP-specific	chromosome	intragenic	1882174	1882175	1882173	1882179	CDS	+	1880943	1882308	SL1344_1755	sdaA	SL1344_1755	sdaA
ST4-74.fa	1882177	1882178	ST4-74.fa_1882177_+	Ter	+	ST4-74.fa	CDS	Ter	0	33.33	22.22	16.67	10	9	54	6	15.7878947368421	21.665	UM	chromosome	intragenic	1882177	1882178	1882173	1882179	CDS	+	1880943	1882308	SL1344_1755	sdaA	SL1344_1755	sdaA
ST4-74.fa	1889654	1889655	ST4-74.fa_1889654_-	Ter	-	ST4-74.fa	intergenic	Ter	100	90	80.36	85.71	2	10	56	7	91.6666666666667	80.9544444444444	Constitutive	chromosome	intergenic	1889654	1889655	1889653	1889659	intergenic	++	1889302	1889711	SL1344_1762	STM1833	SL1344_1763	yebN
ST4-74.fa	1889657	1889658	ST4-74.fa_1889657_+	Ter	+	ST4-74.fa	intergenic	Ter	100	75	84.13	38.46	7	8	63	13	86.6666666666667	76.3180263157895	Constitutive	chromosome	intergenic	1889657	1889658	1889653	1889659	intergenic	++	1889302	1889711	SL1344_1762	STM1833	SL1344_1763	yebN
ST4-74.fa	1891180	1891181	ST4-74.fa_1891180_-	Ter	-	ST4-74.fa	CDS	Ter	NA	37.5	28.85	18.18	NA	8	52	11	37.5	26.9869841269841	MEP-specific	chromosome	intragenic	1891180	1891181	1891179	1891185	CDS	-	1891149	1892895	SL1344_1765	ftsI2	SL1344_1765	ftsI2
ST4-74.fa	1891183	1891184	ST4-74.fa_1891183_+	Ter	+	ST4-74.fa	CDS	Ter	16.67	28.57	32.08	0	6	7	53	11	23.0776923076923	26.56625	UM	chromosome	intragenic	1891183	1891184	1891179	1891185	CDS	-	1891149	1892895	SL1344_1765	ftsI2	SL1344_1765	ftsI2
ST4-74.fa	1893775	1893776	ST4-74.fa_1893775_-	Ter	-	ST4-74.fa	intergenic	Ter	0	14.29	7.27	0	2	7	55	11	11.1144444444444	6.05833333333333	UM	chromosome	intergenic	1893775	1893776	1893774	1893780	intergenic	-+	1893480	1894038	SL1344_1767	yobF	STnc3630	no
ST4-74.fa	1893778	1893779	ST4-74.fa_1893778_+	Ter	+	ST4-74.fa	intergenic	Ter	0	37.5	16.95	12.5	4	8	59	16	25	16.0006666666667	UM	chromosome	intergenic	1893778	1893779	1893774	1893780	intergenic	-+	1893480	1894038	SL1344_1767	yobF	STnc3630	no
ST4-74.fa	1910326	1910327	ST4-74.fa_1910326_-	Ter	-	ST4-74.fa	intergenic	Ter	0	22.22	7.69	0	5	9	65	6	14.2842857142857	7.04014084507042	UM	chromosome	intergenic	1910326	1910327	1910325	1910331	intergenic	-+	1910302	1910985	SL1344_1784	sopE2	SL1344_1785	STM1856
ST4-74.fa	1910329	1910330	ST4-74.fa_1910329_+	Ter	+	ST4-74.fa	intergenic	Ter	0	22.22	10	0	9	9	60	8	11.11	8.82352941176471	UM	chromosome	intergenic	1910329	1910330	1910325	1910331	intergenic	-+	1910302	1910985	SL1344_1784	sopE2	SL1344_1785	STM1856
ST4-74.fa	1917290	1917291	ST4-74.fa_1917290_-	Ter	-	ST4-74.fa	CDS	Ter	0	22.22	24.56	10	4	9	57	10	15.3830769230769	22.3868656716418	UM	chromosome	intragenic	1917290	1917291	1917289	1917295	CDS	+	1917074	1917989	SL1344_1793	pagO	SL1344_1793	pagO
ST4-74.fa	1917293	1917294	ST4-74.fa_1917293_+	Ter	+	ST4-74.fa	CDS	Ter	0	28.57	21.67	33.33	7	14	60	9	19.0466666666667	23.1908695652174	UM	chromosome	intragenic	1917293	1917294	1917289	1917295	CDS	+	1917074	1917989	SL1344_1793	pagO	SL1344_1793	pagO
ST4-74.fa	1922473	1922474	ST4-74.fa_1922473_-	Ter	-	ST4-74.fa	intergenic	Ter	66.67	66.67	59.62	50	3	6	52	6	66.67	58.6248275862069	Constitutive	chromosome	intergenic	1922473	1922474	1922472	1922478	intergenic	-+	1922343	1922650	SL1344_1801	SL1344_1801	SL1344_1802	STM1868A
ST4-74.fa	1922476	1922477	ST4-74.fa_1922476_+	Ter	+	ST4-74.fa	intergenic	Ter	71.43	70	54.41	66.67	7	10	68	6	70.5888235294118	55.4040540540541	Constitutive	chromosome	intergenic	1922476	1922477	1922472	1922478	intergenic	-+	1922343	1922650	SL1344_1801	SL1344_1801	SL1344_1802	STM1868A
ST4-74.fa	1933379	1933380	ST4-74.fa_1933379_-	Ter	-	ST4-74.fa	CDS	Ter	100	70	64.15	62.5	2	10	53	8	75	63.9336065573771	Constitutive	chromosome	intragenic	1933379	1933380	1933378	1933384	CDS	+	1933231	1934410	SL1344_1817	purT	SL1344_1817	purT
ST4-74.fa	1933382	1933383	ST4-74.fa_1933382_+	Ter	+	ST4-74.fa	CDS	Ter	80	100	74.24	71.43	5	12	66	14	94.1176470588235	73.74825	Constitutive	chromosome	intragenic	1933382	1933383	1933378	1933384	CDS	+	1933231	1934410	SL1344_1817	purT	SL1344_1817	purT
ST4-74.fa	1936083	1936084	ST4-74.fa_1936083_-	Ter	-	ST4-74.fa	CDS	Ter	33.33	57.14	60	50	3	7	60	10	49.997	58.5714285714286	Constitutive	chromosome	intragenic	1936083	1936084	1936082	1936088	CDS	-	1935188	1937000	SL1344_1819	edd	SL1344_1819	edd
ST4-74.fa	1936086	1936087	ST4-74.fa_1936086_+	Ter	+	ST4-74.fa	CDS	Ter	100	63.64	65.67	62.5	6	11	67	8	76.4729411764706	65.3318666666667	Constitutive	chromosome	intragenic	1936086	1936087	1936082	1936088	CDS	-	1935188	1937000	SL1344_1819	edd	SL1344_1819	edd
ST4-74.fa	1944487	1944488	ST4-74.fa_1944487_-	Ter	-	ST4-74.fa	CDS	Ter	60	100	58.49	71.43	5	5	53	7	80	59.9996666666667	Constitutive	chromosome	intragenic	1944487	1944488	1944486	1944492	CDS	-	1943982	1944984	SL1344_1825	znuA	SL1344_1825	znuA
ST4-74.fa	1944490	1944491	ST4-74.fa_1944490_+	Ter	+	ST4-74.fa	CDS	Ter	77.78	80	68.75	53.33	9	5	48	15	78.5728571428571	65.0785714285714	Constitutive	chromosome	intragenic	1944490	1944491	1944486	1944492	CDS	-	1943982	1944984	SL1344_1825	znuA	SL1344_1825	znuA
ST4-74.fa	1945630	1945631	ST4-74.fa_1945630_-	Ter	-	ST4-74.fa	CDS	Ter	33.33	80	30.91	33.33	3	5	55	6	62.49875	31.1480327868852	MEP-specific	chromosome	intragenic	1945630	1945631	1945629	1945635	CDS	+	1945005	1945761	SL1344_1826	znuC	SL1344_1826	znuC
ST4-74.fa	1945633	1945634	ST4-74.fa_1945633_+	Ter	+	ST4-74.fa	CDS	Ter	50	50	37.7	50	6	6	61	12	50	39.7219178082192	Constitutive	chromosome	intragenic	1945633	1945634	1945629	1945635	CDS	+	1945005	1945761	SL1344_1826	znuC	SL1344_1826	znuC
ST4-74.fa	1956467	1956468	ST4-74.fa_1956467_-	Ter	-	ST4-74.fa	CDS	Ter	0	22.22	31.82	0	4	9	44	9	15.3830769230769	26.4166037735849	UM	chromosome	intragenic	1956467	1956468	1956466	1956472	CDS	+	1956208	1956604	SL1344_1839	yecN	SL1344_1839	yecN
ST4-74.fa	1956470	1956471	ST4-74.fa_1956470_+	Ter	+	ST4-74.fa	CDS	Ter	20	37.5	26.15	11.11	5	8	65	9	30.7692307692308	24.3208108108108	UM	chromosome	intragenic	1956470	1956471	1956466	1956472	CDS	+	1956208	1956604	SL1344_1839	yecN	SL1344_1839	yecN
ST4-74.fa	1979620	1979621	ST4-74.fa_1979620_-	Ter	-	ST4-74.fa	CDS	Ter	NA	35.71	56.9	33.33	NA	14	58	12	35.71	52.8594285714286	Constitutive	chromosome	intragenic	1979620	1979621	1979619	1979625	CDS	-	1979283	1979634	SL1344_1860	flhD	SL1344_1860	flhD
ST4-74.fa	1979623	1979624	ST4-74.fa_1979623_+	Ter	+	ST4-74.fa	CDS	Ter	66.67	77.78	59.32	61.54	3	9	59	13	75.0025	59.7208333333333	Constitutive	chromosome	intragenic	1979623	1979624	1979619	1979625	CDS	-	1979283	1979634	SL1344_1860	flhD	SL1344_1860	flhD
ST4-74.fa	1979722	1979723	ST4-74.fa_1979722_-	Ter	-	ST4-74.fa	intergenic	Ter	100	75	56.9	28.57	1	12	58	14	76.9230769230769	51.3913888888889	Constitutive	chromosome	intergenic	1979722	1979723	1979721	1979727	intergenic	-+	1979634	1980420	SL1344_1860	flhD	SL1344_1861	yecG
ST4-74.fa	1979725	1979726	ST4-74.fa_1979725_+	Ter	+	ST4-74.fa	intergenic	Ter	0	70	35.09	10	2	10	57	10	58.3333333333333	31.345223880597	MEP-specific	chromosome	intergenic	1979725	1979726	1979721	1979727	intergenic	-+	1979634	1980420	SL1344_1860	flhD	SL1344_1861	yecG
ST4-74.fa	1980601	1980602	ST4-74.fa_1980601_-	Ter	-	ST4-74.fa	CDS	Ter	NA	88.89	71.93	50	NA	9	57	14	88.89	67.6057746478873	Constitutive	chromosome	intragenic	1980601	1980602	1980600	1980606	CDS	+	1980420	1980849	SL1344_1861	yecG	SL1344_1861	yecG
ST4-74.fa	1980604	1980605	ST4-74.fa_1980604_+	Ter	+	ST4-74.fa	CDS	Ter	NA	77.78	53.97	75	NA	9	63	8	77.78	56.3395774647887	Constitutive	chromosome	intragenic	1980604	1980605	1980600	1980606	CDS	+	1980420	1980849	SL1344_1861	yecG	SL1344_1861	yecG
ST4-74.fa	1996783	1996784	ST4-74.fa_1996783_-	Ter	-	ST4-74.fa	intergenic	Ter	28.57	44.44	40	9.09	7	9	65	11	37.496875	35.5261842105263	Constitutive	chromosome	intergenic	1996783	1996784	1996782	1996788	intergenic	-+	1996471	1996934	SL1344_1877	sirA	SL1344_1878	yecF
ST4-74.fa	1996786	1996787	ST4-74.fa_1996786_+	Ter	+	ST4-74.fa	intergenic	Ter	0	18.75	28.89	14.29	2	16	45	7	16.6666666666667	26.9246153846154	UM	chromosome	intergenic	1996786	1996787	1996782	1996788	intergenic	-+	1996471	1996934	SL1344_1877	sirA	SL1344_1878	yecF
ST4-74.fa	2006863	2006864	ST4-74.fa_2006863_-	Ter	-	ST4-74.fa	intergenic	Ter	50	50	42.86	45.45	4	8	42	11	50	43.3975471698113	Constitutive	chromosome	intergenic	2006863	2006864	2006862	2006868	intergenic	-+	2006713	2006969	SL1344_1888	fliC	SL1344_1889	fliD
ST4-74.fa	2006866	2006867	ST4-74.fa_2006866_+	Ter	+	ST4-74.fa	intergenic	Ter	50	50	48.72	26.67	4	10	39	15	50	42.595	Constitutive	chromosome	intergenic	2006866	2006867	2006862	2006868	intergenic	-+	2006713	2006969	SL1344_1888	fliC	SL1344_1889	fliD
ST4-74.fa	2012015	2012016	ST4-74.fa_2012015_-	Ter	-	ST4-74.fa	CDS	Ter	0	0	14.29	14.29	5	6	35	7	0	14.29	UM	chromosome	intragenic	2012015	2012016	2012014	2012020	CDS	+	2011309	2012575	SL1344_1894	yedE	SL1344_1894	yedE
ST4-74.fa	2012018	2012019	ST4-74.fa_2012018_+	Ter	+	ST4-74.fa	CDS	Ter	0	0	2.04	5.26	6	11	49	19	0	2.93970588235294	UM	chromosome	intragenic	2012018	2012019	2012014	2012020	CDS	+	2011309	2012575	SL1344_1894	yedE	SL1344_1894	yedE
ST4-74.fa	2024418	2024419	ST4-74.fa_2024418_-	Ter	-	ST4-74.fa	CDS	Ter	25	12.5	3.92	0	4	8	51	7	16.6666666666667	3.44689655172414	UM	chromosome	intragenic	2024418	2024419	2024417	2024423	CDS	+	2023918	2024713	SL1344_1910	fliR	SL1344_1910	fliR
ST4-74.fa	2024421	2024422	ST4-74.fa_2024421_+	Ter	+	ST4-74.fa	CDS	Ter	0	0	7.41	7.14	5	6	54	14	0	7.35441176470588	UM	chromosome	intragenic	2024421	2024422	2024417	2024423	CDS	+	2023918	2024713	SL1344_1910	fliR	SL1344_1910	fliR
ST4-74.fa	202630	202631	ST4-74.fa_202630_-	NSR	-	ST4-74.fa	CDS	NSR	30	40	59.7	42.86	10	15	67	14	36	56.7893827160494	Constitutive	chromosome	intragenic	202630	202631	202629	202635	CDS	+	202176	203103	SL1344_0173	yadG	SL1344_0173	yadG
ST4-74.fa	202633	202634	ST4-74.fa_202633_+	NSR	+	ST4-74.fa	CDS	NSR	42.86	52.17	42.11	18.18	7	23	57	11	49.9976666666667	38.2389705882353	Constitutive	chromosome	intragenic	202633	202634	202629	202635	CDS	+	202176	203103	SL1344_0173	yadG	SL1344_0173	yadG
ST4-74.fa	2028766	2028767	ST4-74.fa_2028766_-	Ter	-	ST4-74.fa	CDS	Ter	100	80	77.42	50	2	10	62	8	83.3333333333333	74.2862857142857	Constitutive	chromosome	intragenic	2028766	2028767	2028765	2028771	CDS	-	2027310	2029023	SL1344_1915	gcpA	SL1344_1915	gcpA
ST4-74.fa	2028769	2028770	ST4-74.fa_2028769_+	Ter	+	ST4-74.fa	CDS	Ter	100	88.89	73.33	66.67	3	9	60	12	91.6675	72.22	Constitutive	chromosome	intragenic	2028769	2028770	2028765	2028771	CDS	-	2027310	2029023	SL1344_1915	gcpA	SL1344_1915	gcpA
ST4-74.fa	20305	20306	ST4-74.fa_20305_-	NSR	-	ST4-74.fa	CDS	NSR	0	12.5	5	7.69	6	16	60	13	9.09090909090909	5.47904109589041	UM	chromosome	intragenic	20305	20306	20304	20310	CDS	+	20057	23054	SL1344_0019	STM0019	SL1344_0019	STM0019
ST4-74.fa	20308	20309	ST4-74.fa_20308_+	NSR	+	ST4-74.fa	CDS	NSR	0	0	15.22	16.67	8	19	46	6	0	15.3873076923077	UM	chromosome	intragenic	20308	20309	20304	20310	CDS	+	20057	23054	SL1344_0019	STM0019	SL1344_0019	STM0019
ST4-74.fa	203256	203257	ST4-74.fa_203256_-	NSR	-	ST4-74.fa	CDS	NSR	54.55	62.5	53.23	40	11	16	62	10	59.2611111111111	51.3925	Constitutive	chromosome	intragenic	203256	203257	203255	203261	CDS	+	203099	203870	SL1344_0174	yadH	SL1344_0174	yadH
ST4-74.fa	203259	203260	ST4-74.fa_203259_+	NSR	+	ST4-74.fa	CDS	NSR	16.67	39.13	53.33	16.67	6	23	60	12	34.4831034482759	47.22	LSP-specific	chromosome	intragenic	203259	203260	203255	203261	CDS	+	203099	203870	SL1344_0174	yadH	SL1344_0174	yadH
ST4-74.fa	2048874	2048875	ST4-74.fa_2048874_-	Ter	-	ST4-74.fa	CDS	Ter	66.67	66.67	56.67	25	3	9	60	8	66.67	52.9441176470588	Constitutive	chromosome	intragenic	2048874	2048875	2048873	2048879	CDS	-	2047581	2048922	SL1344_1937	SL1344_1937	SL1344_1937	SL1344_1937
ST4-74.fa	2048877	2048878	ST4-74.fa_2048877_+	Ter	+	ST4-74.fa	CDS	Ter	50	57.14	58	57.14	10	7	50	7	52.94	57.8943859649123	Constitutive	chromosome	intragenic	2048877	2048878	2048873	2048879	CDS	-	2047581	2048922	SL1344_1937	SL1344_1937	SL1344_1937	SL1344_1937
ST4-74.fa	2068869	2068870	ST4-74.fa_2068869_-	Ter	-	ST4-74.fa	CDS	Ter	100	85.71	64.71	40	3	7	51	5	89.997	62.50375	Constitutive	chromosome	intragenic	2068869	2068870	2068868	2068874	CDS	-	2068664	2069282	SL1344_1963	SL1344_1963	SL1344_1963	SL1344_1963
ST4-74.fa	2068872	2068873	ST4-74.fa_2068872_+	Ter	+	ST4-74.fa	CDS	Ter	87.5	100	80.28	60	8	11	71	5	94.7368421052632	78.9457894736842	Constitutive	chromosome	intragenic	2068872	2068873	2068868	2068874	CDS	-	2068664	2069282	SL1344_1963	SL1344_1963	SL1344_1963	SL1344_1963
ST4-74.fa	2086604	2086605	ST4-74.fa_2086604_-	Left	-	ST4-74.fa	CDS	Left	20	0	10.53	12.5	5	11	38	8	6.25	10.8726086956522	UM	chromosome	intragenic	2086604	2086605	2086603	2086609	CDS	+	2086386	2088117	SL1344_1983	STM2008	SL1344_1983	STM2008
ST4-74.fa	2086607	2086608	ST4-74.fa_2086607_+	Left	+	ST4-74.fa	CDS	Left	0	44.44	15.38	11.11	5	9	52	9	28.5685714285714	14.75	UM	chromosome	intragenic	2086607	2086608	2086603	2086609	CDS	+	2086386	2088117	SL1344_1983	STM2008	SL1344_1983	STM2008
ST4-74.fa	2101327	2101328	ST4-74.fa_2101327_-	Left	-	ST4-74.fa	CDS	Left	33.33	83.33	45.65	18.18	3	6	46	11	66.6633333333333	40.3487719298246	Constitutive	chromosome	intragenic	2101327	2101328	2101326	2101332	CDS	-	2100684	2101422	SL1344_1999	cbiM	SL1344_1999	cbiM
ST4-74.fa	2101330	2101331	ST4-74.fa_2101330_+	Left	+	ST4-74.fa	CDS	Left	50	55.56	44.12	22.22	2	9	68	9	54.5490909090909	41.5602597402597	Constitutive	chromosome	intragenic	2101330	2101331	2101326	2101332	CDS	-	2100684	2101422	SL1344_1999	cbiM	SL1344_1999	cbiM
ST4-74.fa	2103495	2103496	ST4-74.fa_2103495_-	Left	-	ST4-74.fa	CDS	Left	100	55.56	51.11	50	2	9	45	12	63.64	50.8763157894737	Constitutive	chromosome	intragenic	2103495	2103496	2103494	2103500	CDS	-	2102925	2103717	SL1344_2002	cbiJ	SL1344_2002	cbiJ
ST4-74.fa	2103498	2103499	ST4-74.fa_2103498_+	Left	+	ST4-74.fa	CDS	Left	NA	60	44.78	30	NA	10	67	10	60	42.8605194805195	Constitutive	chromosome	intragenic	2103498	2103499	2103494	2103500	CDS	-	2102925	2103717	SL1344_2002	cbiJ	SL1344_2002	cbiJ
